Date,Open,High,Low,Price,Vol,Change,FX Change,Cum FX Change,Actual Price
2014-03-10,4332.620117,4339.930176,4307.839844,4334.450195,2111610000,-0.0004081942134481764,0,1,4334.450195
2014-03-11,4342.930176,4354.430176,4295.470215,4307.189941,2477780000,-0.006289206882904463,0,1,4307.189941
2014-03-12,4288.600098,4323.330078,4270.220215,4323.330078,2131880000,0.003747254525825028,0,1,4323.330078
2014-03-13,4338.259765999999,4339.899902,4242.950195,4260.419922,2383600000,-0.014551319206490554,0,1,4260.419922
2014-03-14,4250.450195,4272.339844,4241.939941,4245.399902,2196890000,-0.003525478773216517,0,1,4245.399902
2014-03-17,4274.220215,4301.279785,4273.009765999999,4279.950195,1810410000,0.008138289395004605,0,1,4279.950195
2014-03-18,4286.220215,4334.660156,4284.109863000001,4333.310059,1962890000,0.01246740302313265,0,1,4333.310059
2014-03-19,4331.459961,4334.299805,4283.540039,4307.600098,1992750000,-0.00593309978975598,0,1,4307.600098
2014-03-20,4297.990234000001,4329.609863000001,4287.410156,4319.290039,1847270000,0.0027137943945698684,0,1,4319.290039
2014-03-21,4339.899902,4344.390136999999,4268.339844,4276.790039,3245740000,-0.009839580027332318,0,1,4276.790039
2014-03-24,4289.490234000001,4289.490234000001,4190.609863000001,4226.390136999999,2434650000,-0.011784516317239091,0,1,4226.390136999999
2014-03-25,4252.649902,4274.319824,4203.640136999999,4234.27002,2270760000,0.0018644476123998999,0,1,4234.27002
2014-03-26,4254.97998,4263.069824,4173.580078,4173.580078,2455460000,-0.014333035378787717,0,1,4173.580078
2014-03-27,4169.350098,4186.129883,4131.810059,4151.22998,2270650000,-0.005355138174492624,0,1,4151.22998
2014-03-28,4163.180176,4203.490234000001,4144.689941,4155.759765999999,2029840000,0.0010911912907314303,0,1,4155.759765999999
2014-03-31,4185.629883,4212.970215,4180.540039,4198.990234000001,2090850000,0.010402542599716291,0,1,4198.990234000001
2014-04-01,4219.870117,4268.200195,4218.77002,4268.040039,2153130000,0.016444383328375167,0,1,4268.040039
2014-04-02,4281.609863000001,4286.089844,4258.859863000001,4276.459961,2187100000,0.001972784210799494,0,1,4276.459961
2014-04-03,4282.180176,4284.689941,4216.569824,4237.740234000001,2067370000,-0.009054153985565305,0,1,4237.740234000001
2014-04-07,4110.919922,4133.680176,4052.139893,4079.75,2554680000,-0.011623817505620915,0,1,4079.75
2014-04-08,4085.179932,4120.240234000001,4066.110107,4112.990234000001,2198900000,0.008147615417611664,0,1,4112.990234000001
2014-04-09,4129.629883,4185.189941,4121.169922,4183.899902,1957560000,0.017240417303650446,0,1,4183.899902
2014-04-10,4181.209961,4182.609863000001,4042.76001,4054.110107,2421210000,-0.03102124764934211,0,1,4054.110107
2014-04-11,4015.070068,4067.219971,3991.639893,3999.7299799999996,2264480000,-0.013413579198578107,0,1,3999.7299799999996
2014-04-14,4038.0600590000004,4050.790039,3986.5,4022.6899409999996,1890480000,0.005740377754200221,0,1,4022.6899409999996
2014-04-15,4032.6298829999996,4054.8000490000004,3946.030029,4034.1599119999996,2413110000,0.0028513186868059925,0,1,4034.1599119999996
2014-04-16,4066.820068,4086.280029,4038.8100590000004,4086.2299799999996,1863110000,0.012907289035596348,0,1,4086.2299799999996
2014-04-17,4080.3000490000004,4110.459961,4064.6999509999996,4095.5200200000004,1954720000,0.0022734990554791334,0,1,4095.5200200000004
2014-04-22,4132.060059,4170.720215,4131.609863000001,4161.459961,1875930000,0.009683288541505242,0,1,4161.459961
2014-04-23,4160.899902,4161.439941,4125.410156,4126.970215,1794760000,-0.008287895672006274,0,1,4126.970215
2014-04-24,4174.609863000001,4177.160156,4107.52002,4148.339844,2130870000,0.005178042943544625,0,1,4148.339844
2014-04-25,4125.160156,4126.97998,4068.100098,4075.5600590000004,2087140000,-0.01754431597624906,0,1,4075.5600590000004
2014-04-28,4091.8100590000004,4111.589844,4014.169922,4074.399902,2348320000,-0.0002846619809805384,0,1,4074.399902
2014-04-29,4089.51001,4111.450195,4070.25,4103.540039,1911240000,0.0071520070932891144,0,1,4103.540039
2014-04-30,4085.1899409999996,4116.140136999999,4070.6298829999996,4114.560059,2151400000,0.0026854910382902997,0,1,4114.560059
2014-05-02,4138.629883,4145.060059,4115.890136999999,4123.899902,1844790000,-0.0008601661636767899,0,1,4123.899902
2014-05-05,4099.25,4138.339844,4086.350098,4138.060059,1561170000,0.0034336810631927506,0,1,4138.060059
2014-05-06,4128.220215,4132.459961,4080.76001,4080.76001,1850610000,-0.013847080076901386,0,1,4080.76001
2014-05-07,4085.48999,4091.030029,4021.0500490000004,4067.669922,2486030000,-0.0032077573706668083,0,1,4067.669922
2014-05-08,4053.280029,4109.200195,4039.9099119999996,4051.5,2411940000,-0.003975229630247323,0,1,4051.5
2014-05-09,4043.4399409999996,4071.8701170000004,4025.23999,4071.8701170000004,1976160000,0.005027796371714244,0,1,4071.8701170000004
2014-05-12,4092.8400880000004,4146.540039,4092.0900880000004,4143.859863000001,1880020000,0.017679774632163303,0,1,4143.859863000001
2014-05-13,4144.899902,4155.129883,4128.009765999999,4130.169922,1923480000,-0.0033036689107748263,0,1,4130.169922
2014-05-14,4122.080078,4132.330078,4093.830078,4100.629883,1764430000,-0.0071522575482065864,0,1,4100.629883
2014-05-15,4096.529785,4098.25,4035.959961,4069.290039,2083030000,-0.0076426902437416455,0,1,4069.290039
2014-05-16,4070.350098,4091.1599119999996,4044.2700200000004,4090.5900880000004,1741070000,0.005234340338452492,0,1,4090.5900880000004
2014-05-19,4080.330078,4128.470215,4075.6999509999996,4125.810059,1601400000,0.008609997639049682,0,1,4125.810059
2014-05-20,4121.109863000001,4124.859863000001,4080.610107,4096.890136999999,1797910000,-0.0070095136679680925,0,1,4096.890136999999
2014-05-21,4105.959961,4133.609863000001,4103.609863000001,4131.540039,1703500000,0.008457610734315057,0,1,4131.540039
2014-05-22,4136.089844,4164.850098,4131.470215,4154.339844,1835810000,0.005518476109339199,0,1,4154.339844
2014-05-23,4159.779785,4186.580078,4148.299805,4185.810059,1536610000,0.007575262540317151,0,1,4185.810059
2014-05-27,4206.439941,4237.069824,4204.720215,4237.069824,1812330000,0.01224608003647587,0,1,4237.069824
2014-05-28,4234.959961,4238.169922,4216.890136999999,4225.080078,1785140000,-0.002829725847822151,0,1,4225.080078
2014-05-29,4238.040039,4247.950195,4228.959961,4247.950195,1714000000,0.005412942850263391,0,1,4247.950195
2014-05-30,4251.490234000001,4252.080078,4221.950195,4242.620117,1903660000,-0.0012547411705234879,0,1,4242.620117
2014-06-03,4222.040039,4240.350098,4215.799805,4234.080078,1718640000,-0.0007363628944608847,0,1,4234.080078
2014-06-04,4222.209961,4256.189941,4216.22998,4251.640136999999,1610090000,0.004147313861927238,0,1,4251.640136999999
2014-06-05,4259.120117,4299.5,4241.680176,4296.22998,1926750000,0.01048768041583692,0,1,4296.22998
2014-06-06,4312.759765999999,4322.509765999999,4305.740234000001,4321.399902,1616650000,0.005858606759221896,0,1,4321.399902
2014-06-09,4324.350098,4346.740234000001,4320.279785,4336.240234000001,1783060000,0.0034341491962204262,0,1,4336.240234000001
2014-06-10,4329.200195,4338.870117,4319.930176,4338.0,1787120000,0.00040582760756691094,0,1,4338.0
2014-06-11,4322.919922,4338.209961,4315.490234000001,4331.930176,1778460000,-0.001399221761180347,0,1,4331.930176
2014-06-13,4315.310059,4317.669922,4288.410156,4310.649902,1754560000,0.0030295812702492153,0,1,4310.649902
2014-06-16,4303.930176,4326.890136999999,4296.259765999999,4321.100098,1675120000,0.002424273888526951,0,1,4321.100098
2014-06-17,4316.009765999999,4346.120117,4311.149902,4337.22998,1814360000,0.0037328184106324436,0,1,4337.22998
2014-06-18,4341.180176,4365.100098,4320.540039,4362.839844,1860660000,0.005904658991589873,0,1,4362.839844
2014-06-20,4365.370117,4368.799805,4354.029785,4368.040039,2721380000,0.0019980044741179093,0,1,4368.040039
2014-06-23,4368.959961,4371.810059,4358.680176,4368.680176,1712930000,0.0001465501676458647,0,1,4368.680176
2014-06-24,4367.899902,4399.870117,4342.899902,4350.350098,2014700000,-0.00419579306828155,0,1,4350.350098
2014-06-25,4341.819824,4383.549805,4339.410156,4379.759765999999,1722820000,0.006760299133975467,0,1,4379.759765999999
2014-06-26,4379.439941,4379.799805,4347.450195,4379.049805,1554070000,-0.00016210044338760277,0,1,4379.049805
2014-06-27,4371.799805,4398.850098,4371.600098,4397.930176,3964930000,0.004311522325789241,0,1,4397.930176
2014-06-30,4398.370117,4417.459961,4396.589844,4408.180176,1848110000,0.002330641822358981,0,1,4408.180176
2014-07-01,4424.709961,4471.600098,4424.430176,4458.649902,1942550000,0.011449106884237281,0,1,4458.649902
2014-07-02,4457.859863000001,4466.919922,4450.870117,4457.72998,1599480000,-0.0002063229946777101,0,1,4457.72998
2014-07-03,4472.890136999999,4485.930176,4463.850098,4485.930176,1001730000,0.006326133733205674,0,1,4485.930176
2014-07-07,4477.740234000001,4478.02002,4447.600098,4451.529785,1691390000,-0.007668507901448018,0,1,4451.529785
2014-07-08,4442.870117,4443.560059,4372.040039,4391.459961,2221820000,-0.01349419792773554,0,1,4391.459961
2014-07-10,4352.040039,4415.850098,4351.040039,4396.200195,1682920000,-0.005166199620896927,0,1,4396.200195
2014-07-11,4401.049805,4417.160156,4389.290039,4415.490234000001,1511250000,0.004387889118866672,0,1,4415.490234000001
2014-07-14,4441.390136999999,4451.600098,4432.950195,4440.419922,1579660000,0.005645961530621468,0,1,4440.419922
2014-07-15,4444.910156,4451.930176,4389.700195,4416.390136999999,1772030000,-0.005411601925517262,0,1,4416.390136999999
2014-07-16,4446.169922,4448.870117,4419.709961,4425.970215,2059340000,0.0021692100794583613,0,1,4425.970215
2014-07-17,4411.52002,4425.379883,4352.22998,4363.450195,2055240000,-0.014125720907048556,0,1,4363.450195
2014-07-18,4379.939941,4434.439941,4378.220215,4432.149902,1823580000,0.015744354565733643,0,1,4432.149902
2014-07-21,4421.200195,4432.419922,4404.509765999999,4424.700195,1557820000,-0.001680833718335717,0,1,4424.700195
2014-07-22,4444.939941,4464.129883,4443.350098,4456.02002,1724440000,0.007078406133683712,0,1,4456.02002
2014-07-23,4468.160156,4480.72998,4457.950195,4473.700195,1909810000,0.003967705468253424,0,1,4473.700195
2014-07-24,4481.609863000001,4485.5,4465.939941,4472.109863000001,1935090000,-0.0003554847063236277,0,1,4472.109863000001
2014-07-25,4448.060059,4457.950195,4430.430176,4449.560059,1711430000,-0.005042318880975172,0,1,4449.560059
2014-07-28,4451.120117,4455.390136999999,4413.919922,4444.910156,1783250000,-0.001045025336964489,0,1,4444.910156
2014-07-29,4456.069824,4470.970215,4441.029785,4442.700195,2090810000,-0.0004971891269874851,0,1,4442.700195
2014-07-30,4468.439941,4476.060059,4444.509765999999,4462.899902,1872430000,0.004546718462509203,0,1,4462.899902
2014-07-31,4421.290039,4430.799805,4367.149902,4369.77002,2273380000,-0.020867571320222766,0,1,4369.77002
2014-08-01,4363.390136999999,4385.049805,4324.02002,4352.640136999999,2050340000,-0.003920087995843868,0,1,4352.640136999999
2014-08-04,4365.620117,4395.379883,4343.029785,4383.890136999999,1677400000,0.0071795505753753375,0,1,4383.890136999999
2014-08-05,4364.589844,4383.02002,4333.580078,4352.839844,1916180000,-0.007082817321979684,0,1,4352.839844
2014-08-06,4326.279785,4378.990234000001,4325.040039,4355.049805,1819310000,0.0005077055621620641,0,1,4355.049805
2014-08-07,4373.25,4379.700195,4321.890136999999,4334.970215,1866330000,-0.004610645319588769,0,1,4334.970215
2014-08-08,4340.879883,4373.120117,4327.870117,4370.899902,1759060000,0.008288335379023959,0,1,4370.899902
2014-08-11,4387.379883,4415.779785,4384.149902,4401.330078,1537880000,0.006961993338276962,0,1,4401.330078
2014-08-12,4394.689941,4407.080078,4371.839844,4389.25,1560220000,-0.0027446425934700702,0,1,4389.25
2014-08-13,4407.870117,4434.310059,4403.640136999999,4434.129883,1611690000,0.010224954832830147,0,1,4434.129883
2014-08-14,4438.129883,4453.0,4433.939941,4453.0,1549820000,0.004255652743133664,0,1,4453.0
2014-08-15,4479.640136999999,4482.470215,4427.129883,4464.930176,1799460000,0.002679132270379414,0,1,4464.930176
2014-08-18,4490.529785,4509.160156,4486.439941,4508.310059,1571100000,0.00971569124040883,0,1,4508.310059
2014-08-19,4514.259765999999,4528.910156,4513.919922,4527.509765999999,1556560000,0.004258737031999527,0,1,4527.509765999999
2014-08-20,4517.75,4533.009765999999,4515.72998,4526.47998,1502290000,-0.0002274508622228666,0,1,4526.47998
2014-08-21,4526.720215,4534.0,4513.810059,4532.100098,1421730000,0.00124160893781311,0,1,4532.100098
2014-08-22,4534.870117,4547.240234000001,4521.77002,4538.549805,1311810000,0.0014231166259646155,0,1,4538.549805
2014-08-25,4563.720215,4571.140136999999,4547.779785,4557.350098,1384620000,0.0041423568778045095,0,1,4557.350098
2014-08-26,4563.810059,4575.589844,4556.779785,4570.640136999999,1469620000,0.00291617688222634,0,1,4570.640136999999
2014-08-27,4574.350098,4575.810059,4561.839844,4569.620117,1389470000,-0.00022316786476839212,0,1,4569.620117
2014-08-28,4552.549805,4565.959961,4546.620117,4557.700195,1309580000,-0.002608514864431588,0,1,4557.700195
2014-08-29,4571.759765999999,4580.27002,4553.779785,4580.27002,1352830000,0.004952020544212177,0,1,4580.27002
2014-09-02,4592.419922,4598.640136999999,4576.810059,4598.189941,1859080000,0.003912415844863126,0,1,4598.189941
2014-09-03,4610.140136999999,4610.140136999999,4565.379883,4572.560059,1897450000,-0.005573906760890646,0,1,4572.560059
2014-09-04,4581.52002,4603.149902,4553.310059,4562.290039,1728700000,-0.0022460109583002374,0,1,4562.290039
2014-09-05,4560.629883,4583.0,4542.740234000001,4582.899902,1641830000,0.004517438133879947,0,1,4582.899902
2014-09-09,4588.830078,4599.029785,4544.439941,4552.290039,1956550000,-0.008710251238554179,0,1,4552.290039
2014-09-10,4554.149902,4587.100098,4544.839844,4586.52002,1808650000,0.007519288249814293,0,1,4586.52002
2014-09-11,4567.640136999999,4591.810059,4559.75,4591.810059,1704850000,0.0011533884027394858,0,1,4591.810059
2014-09-12,4588.77002,4590.080078,4555.680176,4567.600098,1784170000,-0.005272422136135324,0,1,4567.600098
2014-09-15,4567.450195,4567.470215,4506.72998,4518.899902,1940520000,-0.010662097152796757,0,1,4518.899902
2014-09-16,4502.109863000001,4558.240234000001,4499.870117,4552.759765999999,1879350000,0.007492944020515591,0,1,4552.759765999999
2014-09-17,4553.959961,4582.399902,4539.359863000001,4562.189941,1796710000,0.0020713095978455165,0,1,4562.189941
2014-09-18,4575.740234000001,4593.97998,4572.620117,4593.430176,1774840000,0.006847640147387812,0,1,4593.430176
2014-09-19,4606.129883,4610.569824,4563.439941,4579.790039,3178490000,-0.0029694882641880804,0,1,4579.790039
2014-09-22,4568.450195,4568.870117,4513.120117,4527.689941,1881520000,-0.011376088763094705,0,1,4527.689941
2014-09-23,4511.319824,4536.029785,4508.419922,4508.689941,1847730000,-0.00419640042661662,0,1,4508.689941
2014-09-24,4514.919922,4557.27002,4500.129883,4555.220215,1765260000,0.010320131703197344,0,1,4555.220215
2014-09-25,4540.819824,4546.930176,4466.640136999999,4466.75,1939610000,-0.01942172075647941,0,1,4466.75
2014-09-26,4476.47998,4515.75,4475.47998,4512.189941,1637480000,0.010172931325908019,0,1,4512.189941
2014-09-29,4465.839844,4515.240234000001,4464.439941,4505.850098,1737750000,-0.0014050478997775784,0,1,4505.850098
2014-09-30,4512.640136999999,4522.060059,4483.910156,4493.390136999999,2200380000,-0.002765285291122077,0,1,4493.390136999999
2014-10-01,4486.649902,4486.790039,4409.299805,4422.089844,2312630000,-0.015867817132745765,0,1,4422.089844
2014-10-02,4421.25,4441.950195,4367.740234000001,4430.200195,2165500000,0.0018340538718373267,0,1,4430.200195
2014-10-03,4456.810059,4488.069824,4445.720215,4475.620117,1777640000,0.010252340752289646,0,1,4475.620117
2014-10-06,4492.399902,4496.259765999999,4444.100098,4454.799805,1828240000,-0.004651939051064202,0,1,4454.799805
2014-10-07,4433.910156,4441.759765999999,4385.149902,4385.200195,2111360000,-0.015623510156815956,0,1,4385.200195
2014-10-08,4385.700195,4473.72998,4355.339844,4468.589844,2451630000,0.019016155544068658,0,1,4468.589844
2014-10-09,4458.290039,4464.129883,4377.279785,4378.339844,2264220000,-0.02019652802129046,0,1,4378.339844
2014-10-13,4274.910156,4303.819824,4212.870117,4213.660156,2467830000,-0.014634369112949352,0,1,4213.660156
2014-10-14,4246.22998,4281.339844,4212.819824,4227.169922,2496120000,0.003206183104435434,0,1,4227.169922
2014-10-15,4154.100098,4231.540039,4116.600098,4215.319824,3058740000,-0.0028033171645944766,0,1,4215.319824
2014-10-16,4133.25,4246.009765999999,4131.649902,4217.390136999999,2591940000,0.0004911401949174721,0,1,4217.390136999999
2014-10-17,4275.089844,4296.109863000001,4241.669922,4258.439941,2260070000,0.009733461374574315,0,1,4258.439941
2014-10-20,4254.160156,4316.870117,4248.220215,4316.069824,1717370000,0.01353309751891607,0,1,4316.069824
2014-10-21,4359.169922,4419.47998,4356.100098,4419.47998,1997580000,0.023959333425278784,0,1,4419.47998
2014-10-22,4429.160156,4435.859863000001,4381.279785,4382.850098,1967020000,-0.008288278749030598,0,1,4382.850098
2014-10-23,4427.439941,4475.549805,4421.560059,4452.790039,1952380000,0.015957639306878324,0,1,4452.790039
2014-10-24,4459.459961,4486.259765999999,4445.850098,4483.720215,1754300000,0.006946246225197239,0,1,4483.720215
2014-10-27,4469.02002,4489.600098,4450.290039,4485.930176,1585580000,0.0004928855713624003,0,1,4485.930176
2014-10-28,4505.72998,4564.290039,4505.109863000001,4564.290039,1966920000,0.017467918564410656,0,1,4564.290039
2014-10-29,4551.370117,4564.439941,4517.02002,4549.22998,2184050000,-0.0032995403165263504,0,1,4549.22998
2014-10-30,4532.100098,4575.5,4521.790039,4566.140136999999,2034960000,0.0037171470939789675,0,1,4566.140136999999
2014-10-31,4639.450195,4641.509765999999,4616.580078,4630.740234000001,2424360000,0.014147637843293204,0,1,4630.740234000001
2014-11-03,4633.709961,4654.189941,4627.419922,4638.910156,2033000000,0.001764279917930489,0,1,4638.910156
2014-11-04,4623.77002,4635.950195,4594.919922,4623.640136999999,1939320000,-0.003291725531750167,0,1,4623.640136999999
2014-11-05,4649.470215,4650.390136999999,4607.72998,4620.720215,2001870000,-0.0006315201688454897,0,1,4620.720215
2014-11-06,4616.779785,4639.169922,4604.759765999999,4638.470215,1986820000,0.003841392504652985,0,1,4638.470215
2014-11-07,4636.890136999999,4638.799805,4606.810059,4632.529785,1978830000,-0.0012806873224689985,0,1,4632.529785
2014-11-10,4635.100098,4653.379883,4626.490234000001,4651.620117,1830010000,0.0041209302230100775,0,1,4651.620117
2014-11-11,4649.189941,4661.22998,4640.240234000001,4660.560059,1663690000,0.0019218985590263582,0,1,4660.560059
2014-11-12,4644.629883,4678.580078,4643.779785,4675.140136999999,1773060000,0.0031283961187975606,0,1,4675.140136999999
2014-11-13,4681.560059,4703.100098,4664.27002,4680.140136999999,1857580000,0.0010694866578284667,0,1,4680.140136999999
2014-11-14,4679.850098,4688.740234000001,4664.310059,4688.540039,1739950000,0.0017947971116492045,0,1,4688.540039
2014-11-17,4678.439941,4689.529785,4655.200195,4671.0,1695070000,-0.003741044942370042,0,1,4671.0
2014-11-18,4674.839844,4709.830078,4674.299805,4702.439941,1655760000,0.006730880111325055,0,1,4702.439941
2014-11-19,4694.779785,4696.200195,4655.720215,4675.709961,1641560000,-0.005684278871260995,0,1,4675.709961
2014-11-21,4751.009765999999,4751.600098,4700.72998,4712.970215,1854340000,0.0023607836294470275,0,1,4712.970215
2014-11-24,4725.169922,4755.02002,4723.620117,4754.890136999999,1568130000,0.00889458665929621,0,1,4754.890136999999
2014-11-25,4762.390136999999,4774.52002,4749.919922,4758.25,1720140000,0.0007066121199847952,0,1,4758.25
2014-11-26,4760.22998,4788.0,4757.47998,4787.319824,1362930000,0.006109351967635179,0,1,4787.319824
2014-11-28,4797.100098,4810.859863000001,4786.720215,4791.629883,998600000,0.000900307303136838,0,1,4791.629883
2014-12-01,4777.72998,4782.069824,4724.620117,4727.350098,1893600000,-0.013415014633758493,0,1,4727.350098
2014-12-02,4732.970215,4761.629883,4729.759765999999,4755.810059,1839170000,0.006020277832192056,0,1,4755.810059
2014-12-03,4761.310059,4781.370117,4745.140136999999,4774.470215,1734510000,0.00392365459690458,0,1,4774.470215
2014-12-04,4772.0,4785.410156,4753.709961,4769.439941,1724090000,-0.0010535774176990698,0,1,4769.439941
2014-12-05,4776.580078,4788.97998,4769.640136999999,4780.759765999999,1767100000,0.0023734075992214443,0,1,4780.759765999999
2014-12-08,4769.759765999999,4793.240234000001,4722.910156,4740.689941,1966770000,-0.008381476368038765,0,1,4740.689941
2014-12-09,4685.200195,4768.410156,4674.379883,4766.470215,1950330000,0.005438084819055389,0,1,4766.470215
2014-12-10,4754.419922,4766.640136999999,4679.25,4684.02002,1850810000,-0.01729795661798772,0,1,4684.02002
2014-12-11,4704.649902,4759.879883,4699.430176,4708.160156,1873050000,0.005153721781061105,0,1,4708.160156
2014-12-12,4665.350098,4707.919922,4653.600098,4653.600098,1888870000,-0.011588403153718008,0,1,4653.600098
2014-12-15,4679.669922,4690.580078,4592.430176,4605.160156,2143610000,-0.010409132925026876,0,1,4605.160156
2014-12-16,4572.790039,4645.189941,4547.310059,4547.830078,2231670000,-0.012449095375175023,0,1,4547.830078
2014-12-17,4556.899902,4651.899902,4550.700195,4644.310059,2279930000,0.021214508753684358,0,1,4644.310059
2014-12-18,4712.390136999999,4748.399902,4697.089844,4748.399902,2172260000,0.022412337177680097,0,1,4748.399902
2014-12-19,4752.600098,4782.129883,4738.290039,4765.379883,3287920000,0.003575937442178656,0,1,4765.379883
2014-12-22,4759.040039,4781.930176,4757.799805,4781.419922,1720070000,0.003365951801077127,0,1,4781.419922
2014-12-23,4798.029785,4798.060059,4761.390136999999,4765.419922,1590820000,-0.0033462863042800217,0,1,4765.419922
2014-12-26,4788.060059,4814.950195,4787.850098,4806.859863000001,930220000,0.0069948374025834426,0,1,4806.859863000001
2014-12-29,4801.259765999999,4813.720215,4798.899902,4806.910156,1227740000,1.0462755610340935e-05,0,1,4806.910156
2014-12-30,4793.609863000001,4803.890136999999,4772.879883,4777.439941,1269200000,-0.006130802125189572,0,1,4777.439941
2015-01-05,4700.339844,4702.77002,4641.459961,4652.569824,1794470000,-0.0157062022956993,0,1,4652.569824
2015-01-06,4666.850098,4667.330078,4567.589844,4592.740234000001,2167320000,-0.012859471703438374,0,1,4592.740234000001
2015-01-07,4626.839844,4652.720215,4613.899902,4650.470215,1957950000,0.012569833706819633,0,1,4650.470215
2015-01-08,4689.540039,4741.379883,4688.02002,4736.189941,2105450000,0.018432485756711747,0,1,4736.189941
2015-01-09,4744.470215,4744.709961,4681.240234000001,4704.069824,1715830000,-0.006781847307673172,0,1,4704.069824
2015-01-12,4714.069824,4715.810059,4650.649902,4664.709961,1861960000,-0.008367193615874458,0,1,4664.709961
2015-01-13,4708.740234000001,4751.339844,4624.279785,4661.5,2162180000,-0.0006881373176117478,0,1,4661.5
2015-01-14,4610.759765999999,4655.370117,4595.97998,4639.319824,2073810000,-0.004758162823125578,0,1,4639.319824
2015-01-15,4657.459961,4663.959961,4567.390136999999,4570.819824,1976260000,-0.01476509544473259,0,1,4570.819824
2015-01-16,4566.379883,4635.819824,4563.109863000001,4634.379883,1970520000,0.013905614626563256,0,1,4634.379883
2015-01-20,4655.839844,4665.649902,4601.100098,4654.850098,1835040000,0.0044170343210512275,0,1,4654.850098
