Date,Open,High,Low,Price,Vol,Change,FX Change,Cum FX Change,Actual Price
2000-01-04,16908.0,16908.0,15851.0,15851.0,0.0,-0.06373301831069111,-0.015700000000000002,0.9843,15602.139299999999
2000-01-05,15871.0,16302.0,15350.0,16245.0,0.0,0.024856475932117927,0.0061,0.9903042299999999,16087.492216349998
2000-01-06,16237.0,16499.0,15977.0,16107.0,0.0,-0.008494921514312082,-0.0017,0.9886207128089999,15923.713821214562
2000-01-07,16125.0,16449.0,16125.0,16309.0,0.0,0.012541131185199061,0.0074,0.9959365060837866,16242.728477720475
2000-01-10,16325.0,17057.0,16325.0,17022.0,0.0,0.043718192409099244,0.0075,1.003406029879415,17079.977440607403
2000-01-11,17045.0,17197.0,16573.0,16573.0,0.0,-0.02637762895076956,-0.0044,0.9989910433479455,16556.278561405503
2000-01-12,16574.0,16724.0,16331.0,16617.0,0.0,0.0026549206540757986,-0.0036,0.9953946755918929,16540.473324310486
2000-01-13,16663.0,17715.0,16663.0,17298.0,0.0,0.040982126737678204,0.0091,1.0044527671397792,17375.0239659839
2000-01-14,17306.0,17800.0,17306.0,17658.0,0.0,0.020811654526534884,0.0043,1.00877191403848,17812.894458091483
2000-01-18,18062.0,18062.0,17625.0,17903.0,0.0,-0.008308868332133179,0.0004,1.0091754228040954,18067.267594461722
2000-01-19,17905.0,18075.0,17470.0,17470.0,0.0,-0.024185890632854812,0.0009,1.010083680684619,17646.161901560292
2000-01-20,17487.0,17622.0,17029.0,17177.0,0.0,-0.0167716084716657,0.0045000000000000005,1.0146290572476997,17428.28331634374
2000-01-21,17188.0,17372.0,16901.0,17034.0,0.0,-0.008325085870640958,0.0059,1.020615368685461,17385.162190188144
2000-01-24,17049.0,17263.0,16972.0,16972.0,0.0,-0.0036397792649993654,0.0002,1.0208194917591982,17325.348414137112
2000-01-26,16972.0,17105.0,16727.0,17105.0,0.0,0.00783643648362009,-0.0009,1.019900754216615,17445.4024008752
2000-01-27,17114.0,17422.0,17081.0,17081.0,0.0,-0.001403098509207834,-0.0005,1.0193908038395068,17412.214320382616
2000-01-28,17150.0,17252.0,16547.0,16734.0,0.0,-0.0203149698495404,-0.008,1.0112356774087907,16922.017825758703
2000-01-31,16744.0,16749.0,16167.0,16388.0,0.0,-0.02067646707302495,0.0052,1.0164941029313166,16658.305358838417
2000-02-01,16389.0,16675.0,16389.0,16522.0,0.0,0.008176714669270169,-0.0027,1.013749568853402,16749.170376595906
2000-02-09,18759.0,18886.0,18224.0,18361.0,0.0,-0.0173927004174248,-0.0018,1.011924819629466,18579.951613216625
2000-02-10,18367.0,18672.0,18155.0,18604.0,0.0,0.013234573280322515,0.0012,1.0131391294130214,18848.44036359985
2000-02-11,18635.0,18775.0,18027.0,18083.0,0.0,-0.028004730165555825,-0.0037,1.0093905146341933,18252.808676130117
2000-02-14,18083.0,18264.0,17746.0,17819.0,0.0,-0.014599347453409295,-0.0004,1.0089867584283396,17979.135048434582
2000-02-15,17818.0,17932.0,17451.0,17921.0,0.0,0.005724226948762512,-0.002,1.006968784911483,18045.887594398686
2000-02-16,17921.0,18247.0,17743.0,18112.0,0.0,0.010657887394676546,0.0014000000000000002,1.0083785412103592,18263.752138402026
2000-02-17,18116.0,18297.0,17979.0,17979.0,0.0,-0.007343197879858709,0.0009,1.0092860818974485,18145.95446643423
