Date,Open,High,Low,Price,Vol,Change,FX Change,Cum FX Change,Actual Price
2000-01-04,8644.910156,8803.610352,8642.5,8756.517578,0.0,0.03642051931456591,0.006552006552006606,1.0065520065520066,8813.890338543817
2000-01-05,8690.599609,8867.679688,8668.019531,8849.837891,0.0,0.010657240411925617,0.0017900732302686961,1.0083538083538086,8923.767740703686
2000-01-06,8900.55957,9023.990234,8833.910156,8921.99707,0.0,0.008153728903145696,-0.00016244314489943792,1.0081900081900084,8995.06829907453
2000-01-07,8853.429688,8940.769531,8739.429688,8849.837891,0.0,-0.008087783310603558,-0.0006498781478471161,1.0075348075348078,8916.519716222934
2000-01-10,8941.929688,9126.019531,8891.790039,9102.56543,0.0,0.028557307163447287,0.0,1.0075348075348078,9171.151508588046
2000-01-11,9254.179688,9332.519531,8890.450195,8926.99707,0.0,-0.01928778884921467,-0.0009754511461551596,1.0065520065520068,8985.486813292386
2000-01-12,8964.780273,9144.650391,8937.30957,9144.616211,0.0,0.0243776422568045,0.00016273393002452782,1.006715806715807,9206.029685963313
2000-01-13,9215.759766,9237.849609,9095.349609,9107.15625,0.0,-0.004096395095831373,-0.0009762447120078567,1.005733005733006,9159.367628992632
2000-01-14,9219.370117,9236.849609,8967.55957,9023.207031,0.0,-0.009217939903029548,0.004885993485342022,1.010647010647011,9119.27721232924
2000-01-18,9353.889648,9353.889648,9210.360352,9250.15625,0.0,-0.007003380365758205,-0.0008116883116885409,1.0098266802812257,9341.054578020132
2000-01-19,9255.700195,9335.730469,9136.759766,9151.40625,0.0,-0.010675495346362363,0.00032493907392372456,1.0101548124275397,9244.337063916964
2000-01-20,9175.269531,9211.339844,9077.700195,9136.916016,0.0,-0.001583388782461781,-0.0003248335228195342,1.0098266802812257,9226.701568445642
2000-01-21,9183.55957,9305.269531,9183.55957,9255.90625,0.0,0.013023019341715791,0.0,1.0098266802812257,9346.861081431749
2000-01-24,9327.980469,9425.870117,9327.980469,9387.036133,0.0,0.014167157645962547,0.0,1.0098266802812257,9479.279535867303
2000-01-26,9469.740234,9617.320313,9469.740234,9581.923828,0.0,0.022362396246407457,-0.0006498781478471161,1.009170415988598,9669.79405547382
2000-01-27,9684.450195,9733.259766,9618.299805,9628.944336,0.0,0.004907209537879931,-0.0026012030564135373,1.0065453588180862,9691.969231718498
2000-01-28,9627.919922,9753.719727,9627.919922,9696.873047,0.0,0.007054637417108323,0.0,1.0065453588180862,9760.342560506042
2000-01-31,9653.240234,9749.509766,9613.799805,9744.852539,0.0,0.004947934428701561,0.00016299918500406466,1.0067094248912432,9810.23489518666
2000-02-01,9829.679688,9901.799805,9800.629883,9856.352539,0.0,0.011441938146705022,-0.0004889178617992762,1.0062172266717722,9917.63171689186
2000-02-09,10137.240234,10137.240234,9932.070313,10008.841797,0.0,0.015471165159385736,-0.0027700831024930483,1.0034299213347313,10043.17133701548
2000-02-10,10028.339844,10098.299805,9957.660156,10057.631836,0.0,0.004874693794703067,-0.0011437908496730875,1.0022822073724205,10080.585437525211
2000-02-11,10171.799805,10227.330078,10096.540039,10128.631836,0.0,0.0070593158665706035,0.0034353018158024273,1.0057253492593534,10186.621790780506
2000-02-14,10152.459961,10167.709961,9963.5,9971.412109,0.0,-0.01552230642259067,0.0009781545484186527,1.0067091040841913,10038.311350705648
2000-02-15,9993.629883,10014.25,9853.860352,9957.702148,0.0,-0.0013749267255362962,0.0003257328990229347,1.0070370223591374,10027.774720661107
2000-02-16,10010.870117,10099.969727,10010.870117,10064.452148,0.0,0.010720344755586142,-0.0013025073266037526,1.0057253492593534,10122.07465165135
2000-02-17,10109.849609,10267.459961,10109.849609,10202.162109,0.0,0.013682807466809388,0.00146723182262809,1.0072009814966105,10275.627689572331
2000-02-18,10311.269531,10393.589844,10062.230469,10096.341797,0.0,-0.010372341751622494,-0.0004883607357969444,1.0067091040841913,10164.079204985643
2000-02-22,9853.160156,9917.129883,9596.679688,9731.892578,0.0,-0.018233322913259298,-0.00048796356538705066,1.0062178667204549,9792.404188987788
2000-02-23,9738.19043,9803.80957,9623.459961,9642.223633,0.0,-0.009213926713772747,0.0016273393002439462,1.0078553245995767,9717.966429498925
2000-02-24,9725.299805,9781.30957,9582.0,9599.133789,0.0,-0.004468870007591108,-0.0016246953696181787,1.0062178667204547,9658.819923531815
2000-02-25,9620.919922,9639.120117,9407.790039,9432.456055,0.0,-0.01736383070220371,0.00048820179007313946,1.0067091040841911,9495.739384442555
2000-02-29,9525.650391,9581.0,9410.110352,9435.90625,0.0,0.0003657790696167673,-0.0008143322475568926,1.0058893083968263,9491.47721190979
2000-03-01,9572.240234,9689.099609,9572.240234,9689.0625,0.0,0.026829034042172628,0.0008149959250203231,1.0067091040841913,9754.067428790735
