Date,Price,Open,High,Low,Change
1995-01-02,0.03812428516965307,0.03812428516965307,0.03812428516965307,0.03812428516965307,0.0
1995-01-03,0.03812428516965307,0.03812428516965307,0.03812428516965307,0.03812428516965307,0.0
1995-01-04,0.03812428516965307,0.03812428516965307,0.03812428516965307,0.03812428516965307,0.004346168509340664
1995-01-05,0.03795930762222897,0.038146099561319854,0.03795930762222897,0.038146099561319854,-0.0012906164591559577
1995-01-06,0.03800836183960472,0.03808073115003808,0.03791325447376403,0.03808073115003808,0.0020904599011783986
1995-01-09,0.037929072634174096,0.03801992243935822,0.037926195623317026,0.03804885472947265,-0.0017447373411717537
1995-01-10,0.037995364565523,0.038047407069208235,0.0379737221842485,0.038047407069208235,0.0004559443747862435
1995-01-11,0.037978048687858416,0.038047407069208235,0.037965072133637055,0.03804885472947265,-0.0011773195093236488
1995-01-12,0.03802281368821293,0.03801992243935822,0.0379737221842485,0.03804161752957736,0.0006083650190111811
1995-01-13,0.037999696002431985,0.03808943399101089,0.037999696002431985,0.03808943399101089,0.0003799969600244424
1995-01-16,0.03798526171845324,0.03801703163017031,0.03796218965909954,0.03801703163017031,-0.0007976904960875775
1995-01-17,0.038015586390420075,0.038015586390420075,0.0379737221842485,0.038060439978686154,-0.0009884052461507364
1995-01-18,0.03805319837132311,0.038105399535114125,0.03802570537683474,0.038105399535114125,0.00011415959511373863
1995-01-19,0.03804885472947265,0.03806188863091386,0.03803582975162603,0.03806188863091386,-0.00022829312837679971
1995-01-20,0.0380575430050236,0.03806188863091386,0.03804017041996348,0.03806188863091386,0.000989496118130706
1995-01-23,0.03801992243935822,0.03810249571346923,0.03798381889315152,0.03810249571346923,-0.0010265379058627122
1995-01-24,0.038058991436726926,0.03804885472947265,0.03801414126054893,0.038060439978686154,-0.0002283539486203079
1995-01-25,0.03806768434276143,0.038122831763943425,0.0380575430050236,0.038122831763943425,-0.0002664737903994574
1995-01-26,0.0380778310867413,0.03809378690335607,0.03806913354652048,0.03815192094921979,0.001180412763689187
1995-01-27,0.038032936523028936,0.0380778310867413,0.038032936523028936,0.0380778310867413,-0.00011409880956936291
1995-01-30,0.038037276531000384,0.038037276531000384,0.038037276531000384,0.038037276531000384,0.0
1995-01-31,0.038037276531000384,0.038037276531000384,0.038037276531000384,0.038037276531000384,0.0
1995-02-01,0.038037276531000384,0.038037276531000384,0.038037276531000384,0.038037276531000384,0.0
1995-02-02,0.038037276531000384,0.038037276531000384,0.038037276531000384,0.038037276531000384,3.803727653117761e-05
1995-02-03,0.03803582975162603,0.038064786266225115,0.038015586390420075,0.038064786266225115,-0.0001521433190065924
1995-02-06,0.03804161752957736,0.038166482195336054,0.03803438308230641,0.038166482195336054,3.80416175296272e-05
1995-02-07,0.03804017041996348,0.03808943399101089,0.03803438308230641,0.03808943399101089,0.00015216068167966945
1995-02-08,0.03803438308230641,0.03806333739342266,0.03801269624054435,0.03812137846904544,-3.803438308225271e-05
1995-02-09,0.03803582975162603,0.03809233582203261,0.03803582975162603,0.03811992528494644,0.0007987524247841105
1995-02-10,0.03800547278808149,0.038047407069208235,0.03800547278808149,0.038047407069208235,0.00163423532988749
1995-02-13,0.03794346423828496,0.03801414126054893,0.037940585043821376,0.03801414126054893,0.00011383039271484208
1995-02-14,0.03793914561044085,0.03799103411594864,0.03790175864160097,0.03799103411594864,-3.793914561045497e-05
1995-02-15,0.037940585043821376,0.03796218965909954,0.03791900500530866,0.03800547278808149,-0.00011382175513152681
1995-02-16,0.03794490399939288,0.03799247748945709,0.03793914561044085,0.03799247748945709,0.00022766942399643497
1995-02-17,0.03793626707132018,0.03798093357134718,0.03792331904888316,0.037993920972644375,0.00022761760242806517
1995-02-20,0.03792763407418645,0.038018476979812185,0.03792331904888316,0.038018476979812185,-0.00037927634074197414
1995-02-21,0.037942024586431936,0.037931950081553686,0.03788596325061565,0.03796218965909954,0.00018971012293222955
1995-02-22,0.037934827965555175,0.03800691725894113,0.03793051130329237,0.03800691725894113,-3.79348279655467e-05
1995-02-23,0.03793626707132018,0.037978048687858416,0.03793051130329237,0.037978048687858416,0.00022761760242806517
1995-02-24,0.03792763407418645,0.03796074858596211,0.037911817113394246,0.03796074858596211,-0.0015550329970416277
1995-02-27,0.03798670465337132,0.03802136800882096,0.037850113550340646,0.03802136800882096,0.0007977207977207801
1995-02-28,0.037956426022925684,0.038047407069208235,0.037956426022925684,0.038047407069208235,0.0005313899643211162
1995-03-01,0.03793626707132018,0.03797660641045117,0.03792331904888316,0.03797660641045117,-0.00030349013657071655
1995-03-02,0.0379477838494232,0.03795498538733063,0.03792763407418645,0.03795930762222897,-0.001252276867030666
1995-03-03,0.037995364565523,0.03802136800882096,0.037963630841653696,0.03802136800882096,-0.0026976708841521813
1995-03-06,0.03809814081072843,0.038233607340852606,0.03809814081072843,0.038233607340852606,-0.0006857665345932906
